Raw Weather Data for La Canada Flintridge, CA
	Average Visibility
1973-08-03	5.1	BURBANK-GLENDALE-PAS
1973-08-04	3.5	BURBANK-GLENDALE-PAS
1973-08-05	2.4	BURBANK-GLENDALE-PAS
1973-08-06	4.1	BURBANK-GLENDALE-PAS
1973-08-07	6.7	BURBANK-GLENDALE-PAS
1973-08-08	5.1	BURBANK-GLENDALE-PAS
1973-08-09	6.7	BURBANK-GLENDALE-PAS
1973-08-10	5.5	BURBANK-GLENDALE-PAS
1973-08-11	2.9	BURBANK-GLENDALE-PAS
1973-08-12	2.2	BURBANK-GLENDALE-PAS
1973-08-13	5.0	BURBANK-GLENDALE-PAS
1973-08-14	3.2	BURBANK-GLENDALE-PAS
1973-08-15	4.3	BURBANK-GLENDALE-PAS
1973-08-16	5.1	BURBANK-GLENDALE-PAS
1973-08-17	4.2	BURBANK-GLENDALE-PAS
1973-08-18	5.4	BURBANK-GLENDALE-PAS
1973-08-19	19.5	BURBANK-GLENDALE-PAS
1973-08-20	14.3	BURBANK-GLENDALE-PAS
1973-08-21	7.2	BURBANK-GLENDALE-PAS
1973-08-22	12.6	BURBANK-GLENDALE-PAS
1973-08-23	13.6	BURBANK-GLENDALE-PAS
1973-08-24	13.8	BURBANK-GLENDALE-PAS
1973-08-25	8.3	BURBANK-GLENDALE-PAS
1973-08-26	9.7	BURBANK-GLENDALE-PAS
1973-08-27	12.5	BURBANK-GLENDALE-PAS
1973-08-28	11.8	BURBANK-GLENDALE-PAS
1973-08-29	6.7	BURBANK-GLENDALE-PAS
1973-08-30	5.2	BURBANK-GLENDALE-PAS
1973-08-31	4.1	BURBANK-GLENDALE-PAS
1973-09-01	3.6	BURBANK-GLENDALE-PAS
1973-09-02	6.8	BURBANK-GLENDALE-PAS
1973-09-03	5.8	BURBANK-GLENDALE-PAS
1973-09-04	3.9	BURBANK-GLENDALE-PAS
1973-09-05	3.8	BURBANK-GLENDALE-PAS
1973-09-06	6.2	BURBANK-GLENDALE-PAS
1973-09-07	3.8	BURBANK-GLENDALE-PAS
1973-09-08	2.3	BURBANK-GLENDALE-PAS
1973-09-09	5.3	BURBANK-GLENDALE-PAS
1973-09-10	6.4	BURBANK-GLENDALE-PAS
1973-09-11	6.6	BURBANK-GLENDALE-PAS
1973-09-12	5.7	BURBANK-GLENDALE-PAS
1973-09-13	2.4	BURBANK-GLENDALE-PAS
1973-09-14	1.9	BURBANK-GLENDALE-PAS
1973-09-15	3.0	BURBANK-GLENDALE-PAS
1973-09-16	3.3	BURBANK-GLENDALE-PAS
1973-09-17	3.1	BURBANK-GLENDALE-PAS
1973-09-18	2.2	BURBANK-GLENDALE-PAS
1973-09-19	2.5	BURBANK-GLENDALE-PAS
1973-09-20	3.3	BURBANK-GLENDALE-PAS
1973-09-21	3.0	BURBANK-GLENDALE-PAS
1973-09-22	2.6	BURBANK-GLENDALE-PAS
1973-09-23	7.3	BURBANK-GLENDALE-PAS
1973-09-24	16.2	BURBANK-GLENDALE-PAS
1973-09-25	7.7	BURBANK-GLENDALE-PAS
1973-09-26	19.2	BURBANK-GLENDALE-PAS
1973-09-27	24.6	BURBANK-GLENDALE-PAS
1973-09-28	23.1	BURBANK-GLENDALE-PAS
1973-09-29	14.2	BURBANK-GLENDALE-PAS
1973-09-30	6.5	BURBANK-GLENDALE-PAS
1973-10-01	2.4	BURBANK-GLENDALE-PAS
1973-10-02	3.0	BURBANK-GLENDALE-PAS
1973-10-03	3.3	BURBANK-GLENDALE-PAS
1973-10-04	3.3	BURBANK-GLENDALE-PAS
1973-10-05	5.5	BURBANK-GLENDALE-PAS
1973-10-06	3.4	BURBANK-GLENDALE-PAS
1973-10-07	8.0	BURBANK-GLENDALE-PAS
1973-10-08	10.7	BURBANK-GLENDALE-PAS
1973-10-09	12.8	BURBANK-GLENDALE-PAS
1973-10-10	30.9	BURBANK-GLENDALE-PAS
1973-10-11	24.0	BURBANK-GLENDALE-PAS
1973-10-12	15.3	BURBANK-GLENDALE-PAS
1973-10-13	22.3	BURBANK-GLENDALE-PAS
1973-10-14	34.2	MOUNT WILSON
1973-10-15	10.0	BURBANK-GLENDALE-PAS
1973-10-16	17.2	BURBANK-GLENDALE-PAS
1973-10-17	18.6	BURBANK-GLENDALE-PAS
1973-10-18	31.1	BURBANK-GLENDALE-PAS
1973-10-19	30.5	BURBANK-GLENDALE-PAS
1973-10-20	14.6	BURBANK-GLENDALE-PAS
1973-10-21	13.5	BURBANK-GLENDALE-PAS
1973-10-22	9.1	BURBANK-GLENDALE-PAS
1973-10-23	12.6	BURBANK-GLENDALE-PAS
1973-10-24	25.9	BURBANK-GLENDALE-PAS
1973-10-25	21.7	BURBANK-GLENDALE-PAS
1973-10-26	7.7	BURBANK-GLENDALE-PAS
1973-10-27	25.4	BURBANK-GLENDALE-PAS
1973-10-28	31.1	BURBANK-GLENDALE-PAS
1973-10-29	24.4	BURBANK-GLENDALE-PAS
1973-10-30	23.0	BURBANK-GLENDALE-PAS
1973-10-31	26.1	BURBANK-GLENDALE-PAS
1973-11-01	5.2	BURBANK-GLENDALE-PAS
1973-11-02	6.1	BURBANK-GLENDALE-PAS
1973-11-03	4.8	MOUNT WILSON
1973-11-04	29.8	BURBANK-GLENDALE-PAS
1973-11-05	15.5	BURBANK-GLENDALE-PAS
1973-11-06	12.6	BURBANK-GLENDALE-PAS
1973-11-07	5.6	BURBANK-GLENDALE-PAS
1973-11-08	2.8	BURBANK-GLENDALE-PAS
1973-11-09	1.4	BURBANK-GLENDALE-PAS
1973-11-10	1.4	BURBANK-GLENDALE-PAS
1973-11-11	14.6	BURBANK-GLENDALE-PAS
1973-11-12	16.1	BURBANK-GLENDALE-PAS
1973-11-13	12.4	BURBANK-GLENDALE-PAS
1973-11-14	14.0	BURBANK-GLENDALE-PAS
1973-11-15	15.6	BURBANK-GLENDALE-PAS
1973-11-16	7.8	BURBANK-GLENDALE-PAS
1973-11-17	2.9	BURBANK-GLENDALE-PAS
1973-11-18	10.1	BURBANK-GLENDALE-PAS
1973-11-19	30.0	BURBANK-GLENDALE-PAS
1973-11-20	17.7	BURBANK-GLENDALE-PAS
1973-11-21	15.9	BURBANK-GLENDALE-PAS
1973-11-22	18.4	BURBANK-GLENDALE-PAS
1973-11-23	26.9	BURBANK-GLENDALE-PAS
1973-11-24	22.8	BURBANK-GLENDALE-PAS
1973-11-25	27.0	BURBANK-GLENDALE-PAS
1973-11-26	23.0	BURBANK-GLENDALE-PAS
1973-11-27	29.6	BURBANK-GLENDALE-PAS
1973-11-28	26.1	BURBANK-GLENDALE-PAS
1973-11-29	24.6	BURBANK-GLENDALE-PAS
1973-11-30	9.2	BURBANK-GLENDALE-PAS
1973-12-01	6.2	BURBANK-GLENDALE-PAS
1973-12-02	26.6	BURBANK-GLENDALE-PAS
1973-12-03	40.0	BURBANK-GLENDALE-PAS
1973-12-04	20.6	BURBANK-GLENDALE-PAS
1973-12-05	22.5	BURBANK-GLENDALE-PAS
1973-12-06	22.9	BURBANK-GLENDALE-PAS
1973-12-07	31.6	BURBANK-GLENDALE-PAS
1973-12-08	34.5	BURBANK-GLENDALE-PAS
1973-12-09	33.9	BURBANK-GLENDALE-PAS
1973-12-10	34.1	BURBANK-GLENDALE-PAS
1973-12-11	15.3	BURBANK-GLENDALE-PAS
1973-12-12	1.9	BURBANK-GLENDALE-PAS
1973-12-13	2.3	BURBANK-GLENDALE-PAS
1973-12-14	4.0	BURBANK-GLENDALE-PAS
1973-12-15	17.0	BURBANK-GLENDALE-PAS
1973-12-16	41.1	BURBANK-GLENDALE-PAS
1973-12-17	18.4	BURBANK-GLENDALE-PAS
1973-12-18	3.6	BURBANK-GLENDALE-PAS
1973-12-19	20.1	BURBANK-GLENDALE-PAS
1973-12-20	24.6	BURBANK-GLENDALE-PAS
1973-12-21	17.2	BURBANK-GLENDALE-PAS
1973-12-22	13.8	BURBANK-GLENDALE-PAS
1973-12-23	30.0	BURBANK-GLENDALE-PAS
1973-12-24	30.3	BURBANK-GLENDALE-PAS
1973-12-25	21.5	BURBANK-GLENDALE-PAS
1973-12-26	9.4	BURBANK-GLENDALE-PAS
1973-12-27	3.4	BURBANK-GLENDALE-PAS
1973-12-28	1.9	BURBANK-GLENDALE-PAS
1973-12-29	2.4	BURBANK-GLENDALE-PAS
1973-12-30	17.7	BURBANK-GLENDALE-PAS
1973-12-31	13.2	BURBANK-GLENDALE-PAS
1974-01-01	22.0	BURBANK-GLENDALE-PAS
1974-01-02	35.9	BURBANK-GLENDALE-PAS
1974-01-03	17.1	BURBANK-GLENDALE-PAS
1974-01-04	8.3	BURBANK-GLENDALE-PAS
1974-01-05	10.0	BURBANK-GLENDALE-PAS
1974-01-06	8.0	BURBANK-GLENDALE-PAS
1974-01-07	3.9	BURBANK-GLENDALE-PAS
1974-01-08	7.0	BURBANK-GLENDALE-PAS
1974-01-09	5.6	BURBANK-GLENDALE-PAS
1974-01-10	11.6	BURBANK-GLENDALE-PAS
1974-01-11	13.5	BURBANK-GLENDALE-PAS
1974-01-12	15.3	BURBANK-GLENDALE-PAS
1974-01-13	20.5	BURBANK-GLENDALE-PAS
1974-01-14	30.4	BURBANK-GLENDALE-PAS
1974-01-15	25.9	BURBANK-GLENDALE-PAS
1974-01-16	5.0	BURBANK-GLENDALE-PAS
1974-01-17	2.7	BURBANK-GLENDALE-PAS
1974-01-18	4.5	BURBANK-GLENDALE-PAS
1974-01-19	1.6	BURBANK-GLENDALE-PAS
1974-01-20	1.4	BURBANK-GLENDALE-PAS
1974-01-21	13.0	BURBANK-GLENDALE-PAS
1974-01-22	28.4	BURBANK-GLENDALE-PAS
1974-01-23	31.6	BURBANK-GLENDALE-PAS
1974-01-24	28.3	BURBANK-GLENDALE-PAS
1974-01-25	20.5	BURBANK-GLENDALE-PAS
1974-01-26	5.7	BURBANK-GLENDALE-PAS
1974-01-27	26.1	BURBANK-GLENDALE-PAS
1974-01-28	20.5	BURBANK-GLENDALE-PAS
1974-01-29	8.1	BURBANK-GLENDALE-PAS
1974-01-30	8.8	BURBANK-GLENDALE-PAS
1974-01-31	4.3	BURBANK-GLENDALE-PAS
1974-02-01	2.2	BURBANK-GLENDALE-PAS
1974-02-02	17.2	BURBANK-GLENDALE-PAS
1974-02-03	27.7	BURBANK-GLENDALE-PAS
1974-02-04	30.0	BURBANK-GLENDALE-PAS
1974-02-05	20.1	BURBANK-GLENDALE-PAS
1974-02-06	27.9	BURBANK-GLENDALE-PAS
1974-02-07	48.2	MOUNT WILSON
1974-02-08	41.2	MOUNT WILSON
1974-02-09	31.9	BURBANK-GLENDALE-PAS
1974-02-10	28.7	BURBANK-GLENDALE-PAS
1974-02-11	23.0	BURBANK-GLENDALE-PAS
1974-02-12	13.8	BURBANK-GLENDALE-PAS
1974-02-13	21.1	BURBANK-GLENDALE-PAS
1974-02-14	14.7	BURBANK-GLENDALE-PAS
1974-02-15	14.7	BURBANK-GLENDALE-PAS
1974-02-16	9.3	BURBANK-GLENDALE-PAS
1974-02-17	21.5	BURBANK-GLENDALE-PAS
1974-02-18	19.7	BURBANK-GLENDALE-PAS
1974-02-19	7.9	BURBANK-GLENDALE-PAS
1974-02-20	31.1	BURBANK-GLENDALE-PAS
1974-02-21	32.5	BURBANK-GLENDALE-PAS
1974-02-22	28.8	BURBANK-GLENDALE-PAS
1974-02-23	28.6	BURBANK-GLENDALE-PAS
1974-02-24	42.3	BURBANK-GLENDALE-PAS
1974-02-25	32.7	BURBANK-GLENDALE-PAS
1974-02-26	18.8	BURBANK-GLENDALE-PAS
1974-02-27	6.7	BURBANK-GLENDALE-PAS
1974-02-28	5.5	BURBANK-GLENDALE-PAS
1974-03-01	11.3	BURBANK-GLENDALE-PAS
1974-03-02	15.2	BURBANK-GLENDALE-PAS
1974-03-03	19.7	BURBANK-GLENDALE-PAS
1974-03-04	29.2	BURBANK-GLENDALE-PAS
1974-03-05	27.3	BURBANK-GLENDALE-PAS
1974-03-06	9.9	BURBANK-GLENDALE-PAS
1974-03-07	10.6	BURBANK-GLENDALE-PAS
1974-03-08	7.5	BURBANK-GLENDALE-PAS
1974-03-09	21.1	BURBANK-GLENDALE-PAS
1974-03-10	5.6	BURBANK-GLENDALE-PAS
1974-03-11	7.7	BURBANK-GLENDALE-PAS
1974-03-12	18.5	BURBANK-GLENDALE-PAS
1974-03-13	20.7	BURBANK-GLENDALE-PAS
1974-03-14	6.7	BURBANK-GLENDALE-PAS
1974-03-15	3.6	BURBANK-GLENDALE-PAS
1974-03-16	2.2	BURBANK-GLENDALE-PAS
1974-03-17	8.9	BURBANK-GLENDALE-PAS
1974-03-18	7.5	BURBANK-GLENDALE-PAS
1974-03-19	4.6	BURBANK-GLENDALE-PAS
1974-03-20	5.4	BURBANK-GLENDALE-PAS
1974-03-21	6.4	BURBANK-GLENDALE-PAS
1974-03-22	6.8	BURBANK-GLENDALE-PAS
1974-03-23	7.3	BURBANK-GLENDALE-PAS
1974-03-24	7.9	BURBANK-GLENDALE-PAS
1974-03-25	5.4	BURBANK-GLENDALE-PAS
1974-03-26	2.9	BURBANK-GLENDALE-PAS
1974-03-27	13.1	BURBANK-GLENDALE-PAS
1974-03-28	16.4	BURBANK-GLENDALE-PAS
1974-03-29	6.9	BURBANK-GLENDALE-PAS
1974-03-30	7.4	BURBANK-GLENDALE-PAS
1974-03-31	31.1	BURBANK-GLENDALE-PAS
1974-04-01	28.8	MOUNT WILSON
1974-04-02	24.6	BURBANK-GLENDALE-PAS
1974-04-03	29.2	BURBANK-GLENDALE-PAS
1974-04-04	32.4	BURBANK-GLENDALE-PAS
1974-04-05	32.1	BURBANK-GLENDALE-PAS
1974-04-06	34.4	BURBANK-GLENDALE-PAS
1974-04-07	21.4	BURBANK-GLENDALE-PAS
1974-04-08	11.0	BURBANK-GLENDALE-PAS
1974-04-09	19.4	BURBANK-GLENDALE-PAS
1974-04-10	30.5	BURBANK-GLENDALE-PAS
1974-04-11	24.4	BURBANK-GLENDALE-PAS
1974-04-12	14.0	BURBANK-GLENDALE-PAS
1974-04-13	15.1	BURBANK-GLENDALE-PAS
1974-04-14	20.7	BURBANK-GLENDALE-PAS
1974-04-15	22.7	BURBANK-GLENDALE-PAS
1974-04-16	13.0	BURBANK-GLENDALE-PAS
1974-04-17	10.0	BURBANK-GLENDALE-PAS
1974-04-18	12.5	BURBANK-GLENDALE-PAS
1974-04-19	26.7	BURBANK-GLENDALE-PAS
1974-04-20	16.0	BURBANK-GLENDALE-PAS
1974-04-21	19.4	BURBANK-GLENDALE-PAS
1974-04-22	19.1	BURBANK-GLENDALE-PAS
1974-04-23	10.4	BURBANK-GLENDALE-PAS
1974-04-24	17.8	BURBANK-GLENDALE-PAS
1974-04-25	27.9	BURBANK-GLENDALE-PAS
1974-04-26	29.4	BURBANK-GLENDALE-PAS
1974-04-27	27.9	BURBANK-GLENDALE-PAS
1974-04-28	31.5	MOUNT WILSON
1974-04-29	21.5	BURBANK-GLENDALE-PAS
1974-04-30	24.0	BURBANK-GLENDALE-PAS
1974-05-01	9.0	BURBANK-GLENDALE-PAS
1974-05-02	5.4	BURBANK-GLENDALE-PAS
1974-05-03	6.3	BURBANK-GLENDALE-PAS
1974-05-04	7.0	BURBANK-GLENDALE-PAS
1974-05-05	7.1	BURBANK-GLENDALE-PAS
1974-05-06	4.5	BURBANK-GLENDALE-PAS
1974-05-07	3.5	BURBANK-GLENDALE-PAS
1974-05-08	29.7	MOUNT WILSON
1974-05-09	4.4	BURBANK-GLENDALE-PAS
1974-05-10	6.4	BURBANK-GLENDALE-PAS
1974-05-11	4.5	BURBANK-GLENDALE-PAS
1974-05-12	3.1	BURBANK-GLENDALE-PAS
1974-05-13	5.6	BURBANK-GLENDALE-PAS
1974-05-14	30.4	MOUNT WILSON
1974-05-15	32.0	MOUNT WILSON
1974-05-16	6.8	BURBANK-GLENDALE-PAS
1974-05-17	12.6	BURBANK-GLENDALE-PAS
1974-05-18	17.8	BURBANK-GLENDALE-PAS
1974-05-19	27.8	BURBANK-GLENDALE-PAS
1974-05-20	34.3	MOUNT WILSON
1974-05-21	24.6	BURBANK-GLENDALE-PAS
1974-05-22	16.6	BURBANK-GLENDALE-PAS
1974-05-23	8.9	BURBANK-GLENDALE-PAS
1974-05-24	7.7	BURBANK-GLENDALE-PAS
1974-05-25	9.9	BURBANK-GLENDALE-PAS
1974-05-26	20.3	BURBANK-GLENDALE-PAS
1974-05-27	8.6	BURBANK-GLENDALE-PAS
1974-05-28	7.0	BURBANK-GLENDALE-PAS
1974-05-29	34.3	MOUNT WILSON
1974-05-30	5.6	BURBANK-GLENDALE-PAS
1974-05-31	6.9	BURBANK-GLENDALE-PAS
1974-06-01	4.6	BURBANK-GLENDALE-PAS
1974-06-02	4.2	BURBANK-GLENDALE-PAS
1974-06-03	3.2	BURBANK-GLENDALE-PAS
1974-06-04	2.3	BURBANK-GLENDALE-PAS
1974-06-05	2.0	BURBANK-GLENDALE-PAS
1974-06-06	2.2	BURBANK-GLENDALE-PAS
1974-06-07	3.8	BURBANK-GLENDALE-PAS
1974-06-08	13.1	BURBANK-GLENDALE-PAS
1974-06-09	13.8	BURBANK-GLENDALE-PAS
1974-06-10	5.4	BURBANK-GLENDALE-PAS
1974-06-11	3.7	BURBANK-GLENDALE-PAS
1974-06-12	3.4	BURBANK-GLENDALE-PAS
1974-06-13	3.0	BURBANK-GLENDALE-PAS
1974-06-14	2.6	BURBANK-GLENDALE-PAS
1974-06-15	7.1	BURBANK-GLENDALE-PAS
1974-06-16	21.3	BURBANK-GLENDALE-PAS
1974-06-17	26.8	BURBANK-GLENDALE-PAS
1974-06-18	26.8	BURBANK-GLENDALE-PAS
1974-06-19	23.6	BURBANK-GLENDALE-PAS
1974-06-20	16.7	BURBANK-GLENDALE-PAS
1974-06-21	18.3	BURBANK-GLENDALE-PAS
1974-06-22	16.2	BURBANK-GLENDALE-PAS
1974-06-23	9.5	BURBANK-GLENDALE-PAS
1974-06-24	15.0	BURBANK-GLENDALE-PAS
1974-06-25	15.2	BURBANK-GLENDALE-PAS
1974-06-26	22.5	BURBANK-GLENDALE-PAS
1974-06-27	22.4	BURBANK-GLENDALE-PAS
1974-06-28	22.4	BURBANK-GLENDALE-PAS
1974-06-29	15.8	BURBANK-GLENDALE-PAS
1974-06-30	5.7	BURBANK-GLENDALE-PAS
1974-07-01	4.0	BURBANK-GLENDALE-PAS
1974-07-02	7.8	BURBANK-GLENDALE-PAS
1974-07-03	9.2	BURBANK-GLENDALE-PAS
1974-07-04	15.3	BURBANK-GLENDALE-PAS
1974-07-05	8.0	BURBANK-GLENDALE-PAS
1974-07-06	4.2	BURBANK-GLENDALE-PAS
1974-07-07	5.9	BURBANK-GLENDALE-PAS
1974-07-08	5.9	BURBANK-GLENDALE-PAS
1974-07-09	9.9	BURBANK-GLENDALE-PAS
1974-07-10	37.4	MOUNT WILSON
1974-07-11	17.0	BURBANK-GLENDALE-PAS
1974-07-12	35.1	MOUNT WILSON
1974-07-13	10.0	BURBANK-GLENDALE-PAS
1974-07-14	8.9	BURBANK-GLENDALE-PAS
1974-07-15	8.7	BURBANK-GLENDALE-PAS
1974-07-16	11.4	BURBANK-GLENDALE-PAS
1974-07-17	18.5	BURBANK-GLENDALE-PAS
1974-07-18	20.7	BURBANK-GLENDALE-PAS
1974-07-19	15.4	BURBANK-GLENDALE-PAS
1974-07-20	20.9	BURBANK-GLENDALE-PAS
1974-07-21	24.0	BURBANK-GLENDALE-PAS
1974-07-22	12.3	BURBANK-GLENDALE-PAS
1974-07-23	10.2	BURBANK-GLENDALE-PAS
1974-07-24	15.7	BURBANK-GLENDALE-PAS
1974-07-25	11.0	BURBANK-GLENDALE-PAS
1974-07-26	14.4	BURBANK-GLENDALE-PAS
1974-07-27	15.5	BURBANK-GLENDALE-PAS
1974-07-28	13.4	BURBANK-GLENDALE-PAS
1974-07-29	9.4	BURBANK-GLENDALE-PAS
1974-07-30	5.8	BURBANK-GLENDALE-PAS
1974-07-31	6.1	BURBANK-GLENDALE-PAS
1974-08-01	7.9	BURBANK-GLENDALE-PAS
1974-08-02	7.9	BURBANK-GLENDALE-PAS
1974-08-03	7.5	BURBANK-GLENDALE-PAS
1974-08-04	11.0	BURBANK-GLENDALE-PAS
1974-08-05	9.7	BURBANK-GLENDALE-PAS
1974-08-06	12.9	BURBANK-GLENDALE-PAS
1974-08-07	9.2	BURBANK-GLENDALE-PAS
1974-08-08	3.6	BURBANK-GLENDALE-PAS
1974-08-09	5.5	BURBANK-GLENDALE-PAS
1974-08-10	5.6	BURBANK-GLENDALE-PAS
1974-08-11	7.9	BURBANK-GLENDALE-PAS
1974-08-12	3.8	BURBANK-GLENDALE-PAS
1974-08-13	5.5	BURBANK-GLENDALE-PAS
1974-08-14	5.7	BURBANK-GLENDALE-PAS
1974-08-15	4.0	BURBANK-GLENDALE-PAS
1974-08-16	37.0	MOUNT WILSON
1974-08-17	8.9	BURBANK-GLENDALE-PAS
1974-08-18	8.6	BURBANK-GLENDALE-PAS
1974-08-19	5.1	BURBANK-GLENDALE-PAS
1974-08-20	5.2	BURBANK-GLENDALE-PAS
1974-08-21	4.1	BURBANK-GLENDALE-PAS
1974-08-22	2.8	BURBANK-GLENDALE-PAS
1974-08-23	31.5	MOUNT WILSON
1974-08-24	4.0	BURBANK-GLENDALE-PAS
1974-08-25	5.0	BURBANK-GLENDALE-PAS
1974-08-26	9.2	BURBANK-GLENDALE-PAS
1974-08-27	11.9	BURBANK-GLENDALE-PAS
1974-08-28	9.2	BURBANK-GLENDALE-PAS
1974-08-29	8.0	BURBANK-GLENDALE-PAS
1974-08-30	33.6	MOUNT WILSON
1974-08-31	10.6	BURBANK-GLENDALE-PAS
1974-09-01	15.0	BURBANK-GLENDALE-PAS
1974-09-02	19.7	BURBANK-GLENDALE-PAS
1974-09-03	13.2	BURBANK-GLENDALE-PAS
1974-09-04	13.0	BURBANK-GLENDALE-PAS
1974-09-05	9.6	BURBANK-GLENDALE-PAS
1974-09-06	13.5	BURBANK-GLENDALE-PAS
1974-09-07	15.3	BURBANK-GLENDALE-PAS
1974-09-08	5.9	BURBANK-GLENDALE-PAS
1974-09-09	8.8	BURBANK-GLENDALE-PAS
1974-09-10	3.3	BURBANK-GLENDALE-PAS
1974-09-11	2.5	BURBANK-GLENDALE-PAS
1974-09-12	3.2	BURBANK-GLENDALE-PAS
1974-09-13	7.9	BURBANK-GLENDALE-PAS
1974-09-14	7.0	BURBANK-GLENDALE-PAS
1974-09-15	10.2	BURBANK-GLENDALE-PAS
1974-09-16	13.3	BURBANK-GLENDALE-PAS
1974-09-17	9.1	BURBANK-GLENDALE-PAS
1974-09-18	2.2	BURBANK-GLENDALE-PAS
1974-09-19	2.1	BURBANK-GLENDALE-PAS
1974-09-20	1.9	BURBANK-GLENDALE-PAS
1974-09-21	4.7	BURBANK-GLENDALE-PAS
1974-09-22	11.7	BURBANK-GLENDALE-PAS
1974-09-23	13.8	BURBANK-GLENDALE-PAS
1974-09-24	8.1	BURBANK-GLENDALE-PAS
1974-09-25	4.2	BURBANK-GLENDALE-PAS
1974-09-26	3.1	BURBANK-GLENDALE-PAS
1974-09-27	4.1	BURBANK-GLENDALE-PAS
1974-09-28	4.3	BURBANK-GLENDALE-PAS
1974-09-29	2.4	BURBANK-GLENDALE-PAS
1974-09-30	3.7	BURBANK-GLENDALE-PAS
1974-10-01	3.2	BURBANK-GLENDALE-PAS
1974-10-02	6.5	BURBANK-GLENDALE-PAS
1974-10-03	10.8	BURBANK-GLENDALE-PAS
1974-10-04	5.9	BURBANK-GLENDALE-PAS
1974-10-05	6.8	BURBANK-GLENDALE-PAS
1974-10-06	5.4	BURBANK-GLENDALE-PAS
1974-10-07	5.4	BURBANK-GLENDALE-PAS
1974-10-08	1.5	BURBANK-GLENDALE-PAS
1974-10-09	8.9	BURBANK-GLENDALE-PAS
1974-10-10	7.2	BURBANK-GLENDALE-PAS
1974-10-11	4.0	BURBANK-GLENDALE-PAS
1974-10-12	10.2	BURBANK-GLENDALE-PAS
1974-10-13	8.4	BURBANK-GLENDALE-PAS
1974-10-14	5.9	BURBANK-GLENDALE-PAS
1974-10-15	16.9	BURBANK-GLENDALE-PAS
1974-10-16	43.7	MOUNT WILSON
1974-10-17	24.9	BURBANK-GLENDALE-PAS
1974-10-18	13.5	BURBANK-GLENDALE-PAS
1974-10-19	5.0	BURBANK-GLENDALE-PAS
1974-10-20	1.8	BURBANK-GLENDALE-PAS
1974-10-21	2.2	BURBANK-GLENDALE-PAS
1974-10-22	2.6	BURBANK-GLENDALE-PAS
1974-10-23	5.6	BURBANK-GLENDALE-PAS
1974-10-24	8.6	BURBANK-GLENDALE-PAS
1974-10-25	7.6	BURBANK-GLENDALE-PAS
1974-10-26	12.6	BURBANK-GLENDALE-PAS
1974-10-27	12.4	BURBANK-GLENDALE-PAS
1974-10-28	13.3	BURBANK-GLENDALE-PAS
1974-10-29	26.1	BURBANK-GLENDALE-PAS
1974-10-30	16.4	BURBANK-GLENDALE-PAS
1974-10-31	25.9	MOUNT WILSON
1974-11-01	13.1	BURBANK-GLENDALE-PAS
1974-11-02	19.3	BURBANK-GLENDALE-PAS
1974-11-03	10.7	BURBANK-GLENDALE-PAS
1974-11-04	8.9	BURBANK-GLENDALE-PAS
1974-11-05	12.0	BURBANK-GLENDALE-PAS
1974-11-06	27.7	BURBANK-GLENDALE-PAS
1974-11-07	29.0	BURBANK-GLENDALE-PAS
1974-11-08	24.2	BURBANK-GLENDALE-PAS
1974-11-09	23.6	BURBANK-GLENDALE-PAS
1974-11-10	32.9	BURBANK-GLENDALE-PAS
1974-11-11	33.3	BURBANK-GLENDALE-PAS
1974-11-12	30.2	BURBANK-GLENDALE-PAS
1974-11-13	35.2	BURBANK-GLENDALE-PAS
1974-11-14	14.5	BURBANK-GLENDALE-PAS
1974-11-15	1.7	BURBANK-GLENDALE-PAS
1974-11-16	1.3	BURBANK-GLENDALE-PAS
1974-11-17	1.9	BURBANK-GLENDALE-PAS
1974-11-18	2.7	BURBANK-GLENDALE-PAS
1974-11-19	2.7	BURBANK-GLENDALE-PAS
1974-11-20	6.5	BURBANK-GLENDALE-PAS
1974-11-21	4.3	BURBANK-GLENDALE-PAS
1974-11-22	16.3	BURBANK-GLENDALE-PAS
1974-11-23	33.3	BURBANK-GLENDALE-PAS
1974-11-24	35.2	BURBANK-GLENDALE-PAS
1974-11-25	24.5	BURBANK-GLENDALE-PAS
1974-11-26	16.3	BURBANK-GLENDALE-PAS
1974-11-27	18.7	BURBANK-GLENDALE-PAS
1974-11-28	2.5	BURBANK-GLENDALE-PAS
1974-11-29	20.2	BURBANK-GLENDALE-PAS
1974-11-30	24.9	BURBANK-GLENDALE-PAS
1974-12-01	19.3	BURBANK-GLENDALE-PAS
1974-12-02	8.8	BURBANK-GLENDALE-PAS
1974-12-03	9.1	BURBANK-GLENDALE-PAS
1974-12-04	6.6	BURBANK-GLENDALE-PAS
1974-12-05	15.7	BURBANK-GLENDALE-PAS
1974-12-06	13.9	BURBANK-GLENDALE-PAS
1974-12-07	29.8	BURBANK-GLENDALE-PAS
1974-12-08	33.8	BURBANK-GLENDALE-PAS
1974-12-09	30.9	BURBANK-GLENDALE-PAS
1974-12-10	21.2	BURBANK-GLENDALE-PAS
1974-12-11	7.4	BURBANK-GLENDALE-PAS
1974-12-12	4.1	BURBANK-GLENDALE-PAS
1974-12-13	22.3	BURBANK-GLENDALE-PAS
1974-12-14	25.8	BURBANK-GLENDALE-PAS
1974-12-15	33.3	BURBANK-GLENDALE-PAS
1974-12-16	32.3	BURBANK-GLENDALE-PAS
1974-12-17	27.5	BURBANK-GLENDALE-PAS
1974-12-18	25.3	BURBANK-GLENDALE-PAS
