Raw Weather Data for La Canada Flintridge, CA
	Maximum Daily Temperature
1973-08-03	86.0	BURBANK-GLENDALE-PAS
1973-08-04	86.0	BURBANK-GLENDALE-PAS
1973-08-05	79.9	BURBANK-GLENDALE-PAS
1973-08-06	81.0	BURBANK-GLENDALE-PAS
1973-08-07	79.9	BURBANK-GLENDALE-PAS
1973-08-08	84.9	BURBANK-GLENDALE-PAS
1973-08-09	86.0	BURBANK-GLENDALE-PAS
1973-08-10	86.0	BURBANK-GLENDALE-PAS
1973-08-11	83.8	BURBANK-GLENDALE-PAS
1973-08-12	88.9	BURBANK-GLENDALE-PAS
1973-08-13	86.9	BURBANK-GLENDALE-PAS
1973-08-14	88.0	BURBANK-GLENDALE-PAS
1973-08-15	88.0	BURBANK-GLENDALE-PAS
1973-08-16	88.9	BURBANK-GLENDALE-PAS
1973-08-17	86.0	BURBANK-GLENDALE-PAS
1973-08-18	95.9	BURBANK-GLENDALE-PAS
1973-08-19	99.9	BURBANK-GLENDALE-PAS
1973-08-20	97.9	BURBANK-GLENDALE-PAS
1973-08-21	90.0	BURBANK-GLENDALE-PAS
1973-08-22	90.0	BURBANK-GLENDALE-PAS
1973-08-23	88.9	BURBANK-GLENDALE-PAS
1973-08-24	82.9	BURBANK-GLENDALE-PAS
1973-08-25	81.0	BURBANK-GLENDALE-PAS
1973-08-26	74.8	BURBANK-GLENDALE-PAS
1973-08-27	77.9	BURBANK-GLENDALE-PAS
1973-08-28	79.9	BURBANK-GLENDALE-PAS
1973-08-29	86.9	BURBANK-GLENDALE-PAS
1973-08-30	83.8	BURBANK-GLENDALE-PAS
1973-08-31	77.9	BURBANK-GLENDALE-PAS
1973-09-01	77.9	BURBANK-GLENDALE-PAS
1973-09-02	81.0	BURBANK-GLENDALE-PAS
1973-09-03	79.0	BURBANK-GLENDALE-PAS
1973-09-04	72.9	BURBANK-GLENDALE-PAS
1973-09-05	77.0	BURBANK-GLENDALE-PAS
1973-09-06	83.8	BURBANK-GLENDALE-PAS
1973-09-07	86.0	BURBANK-GLENDALE-PAS
1973-09-08	79.0	BURBANK-GLENDALE-PAS
1973-09-09	75.9	BURBANK-GLENDALE-PAS
1973-09-10	72.9	BURBANK-GLENDALE-PAS
1973-09-11	79.0	BURBANK-GLENDALE-PAS
1973-09-12	77.9	BURBANK-GLENDALE-PAS
1973-09-13	75.9	BURBANK-GLENDALE-PAS
1973-09-14	74.8	BURBANK-GLENDALE-PAS
1973-09-15	74.8	BURBANK-GLENDALE-PAS
1973-09-16	75.9	BURBANK-GLENDALE-PAS
1973-09-17	77.9	BURBANK-GLENDALE-PAS
1973-09-18	77.0	BURBANK-GLENDALE-PAS
1973-09-19	77.0	BURBANK-GLENDALE-PAS
1973-09-20	75.9	BURBANK-GLENDALE-PAS
1973-09-21	77.9	BURBANK-GLENDALE-PAS
1973-09-22	77.0	BURBANK-GLENDALE-PAS
1973-09-23	75.9	BURBANK-GLENDALE-PAS
1973-09-24	77.0	BURBANK-GLENDALE-PAS
1973-09-25	81.0	BURBANK-GLENDALE-PAS
1973-09-26	93.9	BURBANK-GLENDALE-PAS
1973-09-27	99.9	BURBANK-GLENDALE-PAS
1973-09-28	95.9	BURBANK-GLENDALE-PAS
1973-09-29	97.9	BURBANK-GLENDALE-PAS
1973-09-30	86.0	BURBANK-GLENDALE-PAS
1973-10-01	74.8	BURBANK-GLENDALE-PAS
1973-10-02	72.0	BURBANK-GLENDALE-PAS
1973-10-03	72.0	BURBANK-GLENDALE-PAS
1973-10-04	84.9	BURBANK-GLENDALE-PAS
1973-10-05	81.0	BURBANK-GLENDALE-PAS
1973-10-06	68.9	BURBANK-GLENDALE-PAS
1973-10-07	68.0	BURBANK-GLENDALE-PAS
1973-10-08	70.0	BURBANK-GLENDALE-PAS
1973-10-09	86.0	BURBANK-GLENDALE-PAS
1973-10-10	74.8	BURBANK-GLENDALE-PAS
1973-10-11	77.9	BURBANK-GLENDALE-PAS
1973-10-12	81.9	BURBANK-GLENDALE-PAS
1973-10-13	92.8	BURBANK-GLENDALE-PAS
1973-10-14	75.9	MOUNT WILSON
1973-10-15	88.9	BURBANK-GLENDALE-PAS
1973-10-16	90.0	BURBANK-GLENDALE-PAS
1973-10-17	93.9	BURBANK-GLENDALE-PAS
1973-10-18	95.0	BURBANK-GLENDALE-PAS
1973-10-19	91.9	BURBANK-GLENDALE-PAS
1973-10-20	90.0	BURBANK-GLENDALE-PAS
1973-10-21	73.9	BURBANK-GLENDALE-PAS
1973-10-22	70.0	BURBANK-GLENDALE-PAS
1973-10-23	68.9	BURBANK-GLENDALE-PAS
1973-10-24	81.9	BURBANK-GLENDALE-PAS
1973-10-25	79.9	BURBANK-GLENDALE-PAS
1973-10-26	83.8	BURBANK-GLENDALE-PAS
1973-10-27	95.0	BURBANK-GLENDALE-PAS
1973-10-28	92.8	BURBANK-GLENDALE-PAS
1973-10-29	88.0	BURBANK-GLENDALE-PAS
1973-10-30	84.9	BURBANK-GLENDALE-PAS
1973-10-31	86.0	BURBANK-GLENDALE-PAS
1973-11-01	74.8	BURBANK-GLENDALE-PAS
1973-11-02	68.0	BURBANK-GLENDALE-PAS
1973-11-03	50.0	MOUNT WILSON
1973-11-04	70.0	BURBANK-GLENDALE-PAS
1973-11-05	70.9	BURBANK-GLENDALE-PAS
1973-11-06	73.9	BURBANK-GLENDALE-PAS
1973-11-07	77.9	BURBANK-GLENDALE-PAS
1973-11-08	75.9	BURBANK-GLENDALE-PAS
1973-11-09	70.9	BURBANK-GLENDALE-PAS
1973-11-10	81.9	BURBANK-GLENDALE-PAS
1973-11-11	82.9	BURBANK-GLENDALE-PAS
1973-11-12	79.9	BURBANK-GLENDALE-PAS
1973-11-13	68.0	BURBANK-GLENDALE-PAS
1973-11-14	66.9	BURBANK-GLENDALE-PAS
1973-11-15	68.0	BURBANK-GLENDALE-PAS
1973-11-16	63.9	BURBANK-GLENDALE-PAS
1973-11-17	61.0	BURBANK-GLENDALE-PAS
1973-11-18	64.9	BURBANK-GLENDALE-PAS
1973-11-19	63.0	BURBANK-GLENDALE-PAS
1973-11-20	63.0	BURBANK-GLENDALE-PAS
1973-11-21	61.0	BURBANK-GLENDALE-PAS
1973-11-22	59.0	BURBANK-GLENDALE-PAS
1973-11-23	61.9	BURBANK-GLENDALE-PAS
1973-11-24	59.9	BURBANK-GLENDALE-PAS
1973-11-25	61.0	BURBANK-GLENDALE-PAS
1973-11-26	61.9	BURBANK-GLENDALE-PAS
1973-11-27	65.8	BURBANK-GLENDALE-PAS
1973-11-28	77.0	BURBANK-GLENDALE-PAS
1973-11-29	74.8	BURBANK-GLENDALE-PAS
1973-11-30	68.0	BURBANK-GLENDALE-PAS
1973-12-01	64.9	BURBANK-GLENDALE-PAS
1973-12-02	63.0	BURBANK-GLENDALE-PAS
1973-12-03	68.0	BURBANK-GLENDALE-PAS
1973-12-04	65.8	BURBANK-GLENDALE-PAS
1973-12-05	70.0	BURBANK-GLENDALE-PAS
1973-12-06	75.9	BURBANK-GLENDALE-PAS
1973-12-07	79.9	BURBANK-GLENDALE-PAS
1973-12-08	79.9	BURBANK-GLENDALE-PAS
1973-12-09	81.0	BURBANK-GLENDALE-PAS
1973-12-10	79.9	BURBANK-GLENDALE-PAS
1973-12-11	79.9	BURBANK-GLENDALE-PAS
1973-12-12	63.0	BURBANK-GLENDALE-PAS
1973-12-13	61.0	BURBANK-GLENDALE-PAS
1973-12-14	61.0	BURBANK-GLENDALE-PAS
1973-12-15	77.9	BURBANK-GLENDALE-PAS
1973-12-16	77.9	BURBANK-GLENDALE-PAS
1973-12-17	72.9	BURBANK-GLENDALE-PAS
1973-12-18	70.0	BURBANK-GLENDALE-PAS
1973-12-19	70.9	BURBANK-GLENDALE-PAS
1973-12-20	70.9	BURBANK-GLENDALE-PAS
1973-12-21	70.0	BURBANK-GLENDALE-PAS
1973-12-22	59.9	BURBANK-GLENDALE-PAS
1973-12-23	68.0	BURBANK-GLENDALE-PAS
1973-12-24	79.0	BURBANK-GLENDALE-PAS
1973-12-25	65.8	BURBANK-GLENDALE-PAS
1973-12-26	63.9	BURBANK-GLENDALE-PAS
1973-12-27	59.9	BURBANK-GLENDALE-PAS
1973-12-28	63.0	BURBANK-GLENDALE-PAS
1973-12-29	68.0	BURBANK-GLENDALE-PAS
1973-12-30	65.8	BURBANK-GLENDALE-PAS
1973-12-31	63.9	BURBANK-GLENDALE-PAS
1974-01-01	59.9	BURBANK-GLENDALE-PAS
1974-01-02	54.9	BURBANK-GLENDALE-PAS
1974-01-03	52.9	BURBANK-GLENDALE-PAS
1974-01-04	48.9	BURBANK-GLENDALE-PAS
1974-01-05	52.0	BURBANK-GLENDALE-PAS
1974-01-06	50.9	BURBANK-GLENDALE-PAS
1974-01-07	50.9	BURBANK-GLENDALE-PAS
1974-01-08	52.9	BURBANK-GLENDALE-PAS
1974-01-09	54.9	BURBANK-GLENDALE-PAS
1974-01-10	55.9	BURBANK-GLENDALE-PAS
1974-01-11	59.0	BURBANK-GLENDALE-PAS
1974-01-12	68.0	BURBANK-GLENDALE-PAS
1974-01-13	73.9	BURBANK-GLENDALE-PAS
1974-01-14	77.9	BURBANK-GLENDALE-PAS
1974-01-15	79.0	BURBANK-GLENDALE-PAS
1974-01-16	75.9	BURBANK-GLENDALE-PAS
1974-01-17	64.9	BURBANK-GLENDALE-PAS
1974-01-18	72.0	BURBANK-GLENDALE-PAS
1974-01-19	65.8	BURBANK-GLENDALE-PAS
1974-01-20	57.9	BURBANK-GLENDALE-PAS
1974-01-21	64.9	BURBANK-GLENDALE-PAS
1974-01-22	66.9	BURBANK-GLENDALE-PAS
1974-01-23	72.9	BURBANK-GLENDALE-PAS
1974-01-24	72.0	BURBANK-GLENDALE-PAS
1974-01-25	68.0	BURBANK-GLENDALE-PAS
1974-01-26	64.9	BURBANK-GLENDALE-PAS
1974-01-27	65.8	BURBANK-GLENDALE-PAS
1974-01-28	65.8	BURBANK-GLENDALE-PAS
1974-01-29	68.0	BURBANK-GLENDALE-PAS
1974-01-30	65.8	BURBANK-GLENDALE-PAS
1974-01-31	64.9	BURBANK-GLENDALE-PAS
1974-02-01	61.0	BURBANK-GLENDALE-PAS
1974-02-02	73.9	BURBANK-GLENDALE-PAS
1974-02-03	77.9	BURBANK-GLENDALE-PAS
1974-02-04	77.0	BURBANK-GLENDALE-PAS
1974-02-05	74.8	BURBANK-GLENDALE-PAS
1974-02-06	70.0	BURBANK-GLENDALE-PAS
1974-02-07	46.4	MOUNT WILSON
1974-02-08	53.6	MOUNT WILSON
1974-02-09	73.9	BURBANK-GLENDALE-PAS
1974-02-10	75.9	BURBANK-GLENDALE-PAS
1974-02-11	72.9	BURBANK-GLENDALE-PAS
1974-02-12	68.9	BURBANK-GLENDALE-PAS
1974-02-13	61.0	BURBANK-GLENDALE-PAS
1974-02-14	70.0	BURBANK-GLENDALE-PAS
1974-02-15	72.0	BURBANK-GLENDALE-PAS
1974-02-16	70.9	BURBANK-GLENDALE-PAS
1974-02-17	63.0	BURBANK-GLENDALE-PAS
1974-02-18	61.9	BURBANK-GLENDALE-PAS
1974-02-19	61.9	BURBANK-GLENDALE-PAS
1974-02-20	70.0	BURBANK-GLENDALE-PAS
1974-02-21	70.0	BURBANK-GLENDALE-PAS
1974-02-22	71.1	BURBANK-GLENDALE-PAS
1974-02-23	75.9	BURBANK-GLENDALE-PAS
1974-02-24	78.1	BURBANK-GLENDALE-PAS
1974-02-25	80.1	BURBANK-GLENDALE-PAS
1974-02-26	80.1	BURBANK-GLENDALE-PAS
1974-02-27	70.0	BURBANK-GLENDALE-PAS
1974-02-28	68.0	BURBANK-GLENDALE-PAS
1974-03-01	70.0	BURBANK-GLENDALE-PAS
1974-03-02	68.0	BURBANK-GLENDALE-PAS
1974-03-03	57.9	BURBANK-GLENDALE-PAS
1974-03-04	66.0	BURBANK-GLENDALE-PAS
1974-03-05	70.0	BURBANK-GLENDALE-PAS
1974-03-06	69.1	BURBANK-GLENDALE-PAS
1974-03-07	62.1	BURBANK-GLENDALE-PAS
1974-03-08	55.0	BURBANK-GLENDALE-PAS
1974-03-09	57.9	BURBANK-GLENDALE-PAS
1974-03-10	61.0	BURBANK-GLENDALE-PAS
1974-03-11	70.0	BURBANK-GLENDALE-PAS
1974-03-12	73.9	BURBANK-GLENDALE-PAS
1974-03-13	75.9	BURBANK-GLENDALE-PAS
1974-03-14	80.1	BURBANK-GLENDALE-PAS
1974-03-15	82.0	BURBANK-GLENDALE-PAS
1974-03-16	77.0	BURBANK-GLENDALE-PAS
1974-03-17	81.0	BURBANK-GLENDALE-PAS
1974-03-18	78.1	BURBANK-GLENDALE-PAS
1974-03-19	63.0	BURBANK-GLENDALE-PAS
1974-03-20	61.0	BURBANK-GLENDALE-PAS
1974-03-21	68.0	BURBANK-GLENDALE-PAS
1974-03-22	62.1	BURBANK-GLENDALE-PAS
1974-03-23	61.0	BURBANK-GLENDALE-PAS
1974-03-24	66.9	BURBANK-GLENDALE-PAS
1974-03-25	66.9	BURBANK-GLENDALE-PAS
1974-03-26	60.1	BURBANK-GLENDALE-PAS
1974-03-27	66.9	BURBANK-GLENDALE-PAS
1974-03-28	64.9	BURBANK-GLENDALE-PAS
1974-03-29	70.0	BURBANK-GLENDALE-PAS
1974-03-30	72.0	BURBANK-GLENDALE-PAS
1974-03-31	71.1	BURBANK-GLENDALE-PAS
1974-04-01	52.0	MOUNT WILSON
1974-04-02	66.9	BURBANK-GLENDALE-PAS
1974-04-03	70.0	BURBANK-GLENDALE-PAS
1974-04-04	78.1	BURBANK-GLENDALE-PAS
1974-04-05	82.9	BURBANK-GLENDALE-PAS
1974-04-06	82.0	BURBANK-GLENDALE-PAS
1974-04-07	84.0	BURBANK-GLENDALE-PAS
1974-04-08	82.9	BURBANK-GLENDALE-PAS
1974-04-09	73.9	BURBANK-GLENDALE-PAS
1974-04-10	68.0	BURBANK-GLENDALE-PAS
1974-04-11	75.0	BURBANK-GLENDALE-PAS
1974-04-12	77.0	BURBANK-GLENDALE-PAS
1974-04-13	81.0	BURBANK-GLENDALE-PAS
1974-04-14	84.0	BURBANK-GLENDALE-PAS
1974-04-15	84.0	BURBANK-GLENDALE-PAS
1974-04-16	82.0	BURBANK-GLENDALE-PAS
1974-04-17	75.0	BURBANK-GLENDALE-PAS
1974-04-18	69.1	BURBANK-GLENDALE-PAS
1974-04-19	71.1	BURBANK-GLENDALE-PAS
1974-04-20	70.0	BURBANK-GLENDALE-PAS
1974-04-21	80.1	BURBANK-GLENDALE-PAS
1974-04-22	80.1	BURBANK-GLENDALE-PAS
1974-04-23	75.9	BURBANK-GLENDALE-PAS
1974-04-24	66.0	BURBANK-GLENDALE-PAS
1974-04-25	66.9	BURBANK-GLENDALE-PAS
1974-04-26	70.0	BURBANK-GLENDALE-PAS
1974-04-27	75.9	BURBANK-GLENDALE-PAS
1974-04-28	62.1	MOUNT WILSON
1974-04-29	86.0	BURBANK-GLENDALE-PAS
1974-04-30	88.0	BURBANK-GLENDALE-PAS
1974-05-01	84.9	BURBANK-GLENDALE-PAS
1974-05-02	71.1	BURBANK-GLENDALE-PAS
1974-05-03	69.1	BURBANK-GLENDALE-PAS
1974-05-04	64.0	BURBANK-GLENDALE-PAS
1974-05-05	70.0	BURBANK-GLENDALE-PAS
1974-05-06	75.0	BURBANK-GLENDALE-PAS
1974-05-07	73.0	BURBANK-GLENDALE-PAS
1974-05-08	77.0	MOUNT WILSON
1974-05-09	70.0	BURBANK-GLENDALE-PAS
1974-05-10	71.1	BURBANK-GLENDALE-PAS
1974-05-11	75.9	BURBANK-GLENDALE-PAS
1974-05-12	71.1	BURBANK-GLENDALE-PAS
1974-05-13	71.1	BURBANK-GLENDALE-PAS
1974-05-14	66.9	MOUNT WILSON
1974-05-15	64.9	MOUNT WILSON
1974-05-16	68.0	BURBANK-GLENDALE-PAS
1974-05-17	69.1	BURBANK-GLENDALE-PAS
1974-05-18	68.0	BURBANK-GLENDALE-PAS
1974-05-19	70.0	BURBANK-GLENDALE-PAS
1974-05-20	59.0	MOUNT WILSON
1974-05-21	86.0	BURBANK-GLENDALE-PAS
1974-05-22	84.0	BURBANK-GLENDALE-PAS
1974-05-23	81.0	BURBANK-GLENDALE-PAS
1974-05-24	82.9	BURBANK-GLENDALE-PAS
1974-05-25	102.0	BURBANK-GLENDALE-PAS
1974-05-26	102.0	BURBANK-GLENDALE-PAS
1974-05-27	91.9	BURBANK-GLENDALE-PAS
1974-05-28	80.1	BURBANK-GLENDALE-PAS
1974-05-29	68.0	MOUNT WILSON
1974-05-30	71.1	BURBANK-GLENDALE-PAS
1974-05-31	68.0	BURBANK-GLENDALE-PAS
1974-06-01	73.0	BURBANK-GLENDALE-PAS
1974-06-02	73.0	BURBANK-GLENDALE-PAS
1974-06-03	75.0	BURBANK-GLENDALE-PAS
1974-06-04	78.1	BURBANK-GLENDALE-PAS
1974-06-05	79.0	BURBANK-GLENDALE-PAS
1974-06-06	75.9	BURBANK-GLENDALE-PAS
1974-06-07	75.9	BURBANK-GLENDALE-PAS
1974-06-08	81.0	BURBANK-GLENDALE-PAS
1974-06-09	87.1	BURBANK-GLENDALE-PAS
1974-06-10	82.0	BURBANK-GLENDALE-PAS
1974-06-11	80.1	BURBANK-GLENDALE-PAS
1974-06-12	81.0	BURBANK-GLENDALE-PAS
1974-06-13	82.0	BURBANK-GLENDALE-PAS
1974-06-14	88.0	BURBANK-GLENDALE-PAS
1974-06-15	96.1	BURBANK-GLENDALE-PAS
1974-06-16	91.0	BURBANK-GLENDALE-PAS
1974-06-17	80.1	BURBANK-GLENDALE-PAS
1974-06-18	78.1	BURBANK-GLENDALE-PAS
1974-06-19	80.1	BURBANK-GLENDALE-PAS
1974-06-20	86.0	BURBANK-GLENDALE-PAS
1974-06-21	87.1	BURBANK-GLENDALE-PAS
1974-06-22	88.0	BURBANK-GLENDALE-PAS
1974-06-23	95.0	BURBANK-GLENDALE-PAS
1974-06-24	97.0	BURBANK-GLENDALE-PAS
1974-06-25	97.0	BURBANK-GLENDALE-PAS
1974-06-26	102.0	BURBANK-GLENDALE-PAS
1974-06-27	99.0	BURBANK-GLENDALE-PAS
1974-06-28	99.0	BURBANK-GLENDALE-PAS
1974-06-29	96.1	BURBANK-GLENDALE-PAS
1974-06-30	84.0	BURBANK-GLENDALE-PAS
1974-07-01	78.1	BURBANK-GLENDALE-PAS
1974-07-02	77.0	BURBANK-GLENDALE-PAS
1974-07-03	86.0	BURBANK-GLENDALE-PAS
1974-07-04	91.0	BURBANK-GLENDALE-PAS
1974-07-05	87.1	BURBANK-GLENDALE-PAS
1974-07-06	82.9	BURBANK-GLENDALE-PAS
1974-07-07	82.0	BURBANK-GLENDALE-PAS
1974-07-08	79.0	BURBANK-GLENDALE-PAS
1974-07-09	80.1	BURBANK-GLENDALE-PAS
1974-07-10	64.9	MOUNT WILSON
1974-07-11	79.0	BURBANK-GLENDALE-PAS
1974-07-12	77.0	MOUNT WILSON
1974-07-13	89.1	BURBANK-GLENDALE-PAS
1974-07-14	88.0	BURBANK-GLENDALE-PAS
1974-07-15	93.9	BURBANK-GLENDALE-PAS
1974-07-16	95.0	BURBANK-GLENDALE-PAS
1974-07-17	96.1	BURBANK-GLENDALE-PAS
1974-07-18	99.0	BURBANK-GLENDALE-PAS
1974-07-19	95.0	BURBANK-GLENDALE-PAS
1974-07-20	93.0	BURBANK-GLENDALE-PAS
1974-07-21	90.0	BURBANK-GLENDALE-PAS
1974-07-22	87.1	BURBANK-GLENDALE-PAS
1974-07-23	97.0	BURBANK-GLENDALE-PAS
1974-07-24	93.9	BURBANK-GLENDALE-PAS
1974-07-25	93.0	BURBANK-GLENDALE-PAS
1974-07-26	90.0	BURBANK-GLENDALE-PAS
1974-07-27	91.9	BURBANK-GLENDALE-PAS
1974-07-28	93.9	BURBANK-GLENDALE-PAS
1974-07-29	90.0	BURBANK-GLENDALE-PAS
1974-07-30	89.1	BURBANK-GLENDALE-PAS
1974-07-31	91.0	BURBANK-GLENDALE-PAS
1974-08-01	90.0	BURBANK-GLENDALE-PAS
1974-08-02	88.0	BURBANK-GLENDALE-PAS
1974-08-03	86.0	BURBANK-GLENDALE-PAS
1974-08-04	87.1	BURBANK-GLENDALE-PAS
1974-08-05	87.1	BURBANK-GLENDALE-PAS
1974-08-06	89.1	BURBANK-GLENDALE-PAS
1974-08-07	86.0	BURBANK-GLENDALE-PAS
1974-08-08	84.0	BURBANK-GLENDALE-PAS
1974-08-09	79.0	BURBANK-GLENDALE-PAS
1974-08-10	82.9	BURBANK-GLENDALE-PAS
1974-08-11	82.9	BURBANK-GLENDALE-PAS
1974-08-12	80.1	BURBANK-GLENDALE-PAS
1974-08-13	79.0	BURBANK-GLENDALE-PAS
1974-08-14	80.1	BURBANK-GLENDALE-PAS
1974-08-15	82.9	BURBANK-GLENDALE-PAS
1974-08-16	77.0	MOUNT WILSON
1974-08-17	88.0	BURBANK-GLENDALE-PAS
1974-08-18	86.0	BURBANK-GLENDALE-PAS
1974-08-19	84.9	BURBANK-GLENDALE-PAS
1974-08-20	80.1	BURBANK-GLENDALE-PAS
1974-08-21	82.9	BURBANK-GLENDALE-PAS
1974-08-22	82.9	BURBANK-GLENDALE-PAS
1974-08-23	81.0	MOUNT WILSON
1974-08-24	87.1	BURBANK-GLENDALE-PAS
1974-08-25	93.0	BURBANK-GLENDALE-PAS
1974-08-26	91.9	BURBANK-GLENDALE-PAS
1974-08-27	87.1	BURBANK-GLENDALE-PAS
1974-08-28	88.0	BURBANK-GLENDALE-PAS
1974-08-29	90.0	BURBANK-GLENDALE-PAS
1974-08-30	82.0	MOUNT WILSON
1974-08-31	90.0	BURBANK-GLENDALE-PAS
1974-09-01	93.9	BURBANK-GLENDALE-PAS
1974-09-02	93.9	BURBANK-GLENDALE-PAS
1974-09-03	93.0	BURBANK-GLENDALE-PAS
1974-09-04	98.1	BURBANK-GLENDALE-PAS
1974-09-05	96.1	BURBANK-GLENDALE-PAS
1974-09-06	93.0	BURBANK-GLENDALE-PAS
1974-09-07	91.0	BURBANK-GLENDALE-PAS
1974-09-08	89.1	BURBANK-GLENDALE-PAS
1974-09-09	91.0	BURBANK-GLENDALE-PAS
1974-09-10	90.0	BURBANK-GLENDALE-PAS
1974-09-11	88.0	BURBANK-GLENDALE-PAS
1974-09-12	80.1	BURBANK-GLENDALE-PAS
1974-09-13	80.1	BURBANK-GLENDALE-PAS
1974-09-14	81.0	BURBANK-GLENDALE-PAS
1974-09-15	89.1	BURBANK-GLENDALE-PAS
1974-09-16	88.0	BURBANK-GLENDALE-PAS
1974-09-17	84.0	BURBANK-GLENDALE-PAS
1974-09-18	86.0	BURBANK-GLENDALE-PAS
1974-09-19	84.9	BURBANK-GLENDALE-PAS
1974-09-20	88.0	BURBANK-GLENDALE-PAS
1974-09-21	97.0	BURBANK-GLENDALE-PAS
1974-09-22	97.0	BURBANK-GLENDALE-PAS
1974-09-23	95.0	BURBANK-GLENDALE-PAS
1974-09-24	88.0	BURBANK-GLENDALE-PAS
1974-09-25	82.0	BURBANK-GLENDALE-PAS
1974-09-26	72.0	BURBANK-GLENDALE-PAS
1974-09-27	73.9	BURBANK-GLENDALE-PAS
1974-09-28	78.1	BURBANK-GLENDALE-PAS
1974-09-29	88.0	BURBANK-GLENDALE-PAS
1974-09-30	89.1	BURBANK-GLENDALE-PAS
1974-10-01	87.1	BURBANK-GLENDALE-PAS
1974-10-02	75.9	BURBANK-GLENDALE-PAS
1974-10-03	75.0	BURBANK-GLENDALE-PAS
1974-10-04	72.0	BURBANK-GLENDALE-PAS
1974-10-05	73.9	BURBANK-GLENDALE-PAS
1974-10-06	75.9	BURBANK-GLENDALE-PAS
1974-10-07	73.0	BURBANK-GLENDALE-PAS
1974-10-08	66.0	BURBANK-GLENDALE-PAS
1974-10-09	75.0	BURBANK-GLENDALE-PAS
1974-10-10	73.9	BURBANK-GLENDALE-PAS
1974-10-11	75.0	BURBANK-GLENDALE-PAS
1974-10-12	88.0	BURBANK-GLENDALE-PAS
1974-10-13	84.0	BURBANK-GLENDALE-PAS
1974-10-14	91.9	BURBANK-GLENDALE-PAS
1974-10-15	98.1	BURBANK-GLENDALE-PAS
1974-10-16	79.0	MOUNT WILSON
1974-10-17	96.1	BURBANK-GLENDALE-PAS
1974-10-18	91.0	BURBANK-GLENDALE-PAS
1974-10-19	86.0	BURBANK-GLENDALE-PAS
1974-10-20	73.9	BURBANK-GLENDALE-PAS
1974-10-21	70.0	BURBANK-GLENDALE-PAS
1974-10-22	71.1	BURBANK-GLENDALE-PAS
1974-10-23	68.0	BURBANK-GLENDALE-PAS
1974-10-24	75.0	BURBANK-GLENDALE-PAS
1974-10-25	73.9	BURBANK-GLENDALE-PAS
1974-10-26	70.0	BURBANK-GLENDALE-PAS
1974-10-27	68.0	BURBANK-GLENDALE-PAS
1974-10-28	68.0	BURBANK-GLENDALE-PAS
1974-10-29	66.0	BURBANK-GLENDALE-PAS
1974-10-30	66.9	BURBANK-GLENDALE-PAS
1974-10-31	46.0	MOUNT WILSON
1974-11-01	64.0	BURBANK-GLENDALE-PAS
1974-11-02	66.0	BURBANK-GLENDALE-PAS
1974-11-03	68.0	BURBANK-GLENDALE-PAS
1974-11-04	71.1	BURBANK-GLENDALE-PAS
1974-11-05	72.0	BURBANK-GLENDALE-PAS
1974-11-06	78.1	BURBANK-GLENDALE-PAS
1974-11-07	79.0	BURBANK-GLENDALE-PAS
1974-11-08	75.0	BURBANK-GLENDALE-PAS
1974-11-09	79.0	BURBANK-GLENDALE-PAS
1974-11-10	82.0	BURBANK-GLENDALE-PAS
1974-11-11	88.0	BURBANK-GLENDALE-PAS
1974-11-12	89.1	BURBANK-GLENDALE-PAS
1974-11-13	87.1	BURBANK-GLENDALE-PAS
1974-11-14	82.0	BURBANK-GLENDALE-PAS
1974-11-15	72.0	BURBANK-GLENDALE-PAS
1974-11-16	64.9	BURBANK-GLENDALE-PAS
1974-11-17	68.0	BURBANK-GLENDALE-PAS
1974-11-18	66.0	BURBANK-GLENDALE-PAS
1974-11-19	70.0	BURBANK-GLENDALE-PAS
1974-11-20	78.1	BURBANK-GLENDALE-PAS
1974-11-21	70.0	BURBANK-GLENDALE-PAS
1974-11-22	64.0	BURBANK-GLENDALE-PAS
1974-11-23	77.0	BURBANK-GLENDALE-PAS
1974-11-24	81.0	BURBANK-GLENDALE-PAS
1974-11-25	79.0	BURBANK-GLENDALE-PAS
1974-11-26	81.0	BURBANK-GLENDALE-PAS
1974-11-27	78.1	BURBANK-GLENDALE-PAS
1974-11-28	66.9	BURBANK-GLENDALE-PAS
1974-11-29	73.9	BURBANK-GLENDALE-PAS
1974-11-30	70.0	BURBANK-GLENDALE-PAS
1974-12-01	70.0	BURBANK-GLENDALE-PAS
1974-12-02	64.0	BURBANK-GLENDALE-PAS
1974-12-03	60.1	BURBANK-GLENDALE-PAS
1974-12-04	62.1	BURBANK-GLENDALE-PAS
1974-12-05	64.9	BURBANK-GLENDALE-PAS
1974-12-06	70.0	BURBANK-GLENDALE-PAS
1974-12-07	72.0	BURBANK-GLENDALE-PAS
1974-12-08	73.9	BURBANK-GLENDALE-PAS
1974-12-09	69.1	BURBANK-GLENDALE-PAS
1974-12-10	66.0	BURBANK-GLENDALE-PAS
1974-12-11	64.9	BURBANK-GLENDALE-PAS
1974-12-12	68.0	BURBANK-GLENDALE-PAS
1974-12-13	70.0	BURBANK-GLENDALE-PAS
1974-12-14	70.0	BURBANK-GLENDALE-PAS
1974-12-15	72.0	BURBANK-GLENDALE-PAS
1974-12-16	78.1	BURBANK-GLENDALE-PAS
1974-12-17	75.0	BURBANK-GLENDALE-PAS
1974-12-18	73.9	BURBANK-GLENDALE-PAS
